owner,repo,commit_hash,golden_commit_hash,combined_score,category,language
rust-lang,rust,5937ec1915c09f6891825f393bc6d0e592a1d511,85c38454c0044d727e68cc123ff93376da62abfc,0.6970624999999999,structural,rust
ruffle-rs,ruffle,6203f99dd7b59b5f0f70fdbfbb9665abbae46091,b0443b3b5f2681b91b487d1b3987ad6f3b9a4517,0.6969375,api,rust
aquasecurity,tracee,8ee9221f1d2b99d8aa3d937fd5599d6a38af2374,7e9d5824ed13134fa1966520b2af7e7acdba2902,0.69675,structural,go
markdown-it,markdown-it,c8fa672cecc65c2b0c66c93a376bd931f3f93d8f,0453b72bf126aa67aa911b58d88ea6074e543034,0.6964374999999999,structural,javascript
mne-tools,mne-python,4af14f493e28b0f28611ba62d971c1319577fa72,b33f3a83898823149e306901d94fd8de643ee4e2,0.696125,structural,python
ziglang,zig,d83b95cbf4895027b1730ef6025df4fe01beba26,eb375525366ba51c3f626cf9b27d97fc81e2c938,0.6956875000000001,api,other
google,santa,73c18851f9bacc62b0c2a54e834b5632a82f61ae,466546f548b348d45500d772f2c116ba96fa72b1,0.6950624999999999,structural,c
gradle,gradle,738fc2d7df42731f23c1f6fd16fe6148b1504a78,192ffdd602bfa7eccf085ba160fe4e4f39486b88,0.694875,structural,java
golang,go,31cf1c17792d4da9dae2504c703633a0db8072c7,c6e11fe03765e3fe1fc68bd794625ca0ecd833be,0.694875,structural,go
hrydgard,ppsspp,b9decb20a52612ce3dbdccebec26b95972212a1b,9ad42bcd99288a272a31f0148f63778966737e29,0.6943750000000001,api,c
n8n-io,n8n,97055d5714e89c4779e46c250e843b40e7c824c5,70b93f2f5328da9eee6d397ee868821f7a308456,0.6941875000000002,structural,javascript
google,ExoPlayer,4f718363b5914036e82ade50efc00bda71e6bd2e,f758082d400bbe42116cc319be16bc5eb2c25e7d,0.6932500000000001,structural,java
maputnik,editor,fa182e66fa7304137d9dc96daf65d2521465f803,974dd7bfd94a0b684686708f2b2e05661d30d2f9,0.6930000000000001,config,javascript
conan-io,conan,f7e431f1bac9c52c60f782854e262165f75d5257,fc326dfe1fd264c6879c25e87e1f53db3b9a94d3,0.6926875000000002,structural,python
google,tink,13d8701efea772df732d16e74a0547d631c3cd12,6ea49a50b53b28e7ea982192d6f7d4f49bf98329,0.6926875,structural,go
dotnet,runtime,69dc5ec395749dc17434140881eb1414fc989c28,44b7ba3cf6af26bcf9f6b2bbd1e75cd1aeaa1331,0.6924999999999999,abstraction,c
bitcoin,bitcoin,275b3e47ccb5c58a969f562e1f51c575d4513a27,bf03fed2c70dbb9e526ce2e423b4c1dcb32e0e58,0.6923750000000002,api,c
cosmos,cosmos-sdk,bc0386e9964a9bea0934d2914b160cc4bc5af3b8,8dbdfea9ef705aeb96d20fa3959548fdc22eca6c,0.6920000000000002,api,go
monkeytypegame,monkeytype,0b854af30e3518cc4894649d890603ecd5d5ecd1,1509a675b85aa407eb04118e37743cd165b9a474,0.691875,structural,javascript
square,okhttp,33660bf58babd09521d19ef0ed1b09c15a5e27bb,3d43a8dba89ccd7333c3ebcf74928e441790d943,0.6916875000000001,structural,java
n8n-io,n8n,ecc4f41a113c772cc87726c1e61fafdc8941cc05,514825bd51a331cdda30eb799aba9764d3dfeb32,0.6911875000000001,api,javascript
tendermint,tendermint,e20105e65816de62767e1ab3d362dcef4d33177b,a14ff5cb300a6b10d3c3ec0081a543b9f822d646,0.6911875000000001,structural,go
opensumi,core,5f617c16f0fa1807487df222c206a07faa590f9c,7596f43e304c3a08514395a3bf3e4a8cd6785c1a,0.6908124999999999,structural,javascript
rust-lang,rust,27e38f8fc7efc57b75e9a763d7a0ee44822cd5f7,096277e989d6de11c3077472fc05778e261e7b8e,0.690625,api,rust
aws,aws-cli,d3ac781e81c0f57c8ebb0f952cfc62318308794a,1094c8676d8c5a36b61212969e3f11f70007953f,0.6895,api,python
immich-app,immich,f55b3add803cdd2a4f0040a3f3ae401fa19b8194,d69fa3ceae05a63a6a6ec5054475550a5f06db9f,0.688875,structural,javascript
gohugoio,hugo,e34af6ee30f70f5780a281e2fd8f4ed9b487ee61,93ca7c9e958e34469a337e4efcc7c75774ec50fd,0.6886250000000002,dependency,go
moby,moby,9d7be9df8f79b26a4b9778851cf19a6579f8bc61,9a072adff3fcd90c4f36214b355ef27b423f0144,0.6875625000000001,dependency,go
payloadcms,payload,272914c8189281c6565c8780bea1a53af0a68272,a66f90ebb6ee206d77132bc41f9a37f904b62e42,0.6866875000000001,structural,javascript
bitcoin,bitcoin,a7bc9b76e73f04dfe4d6ba42033fe38659090e8b,011a895a82df8971b7fed4fcd090afb638c4c0d7,0.6866875,dependency,c
excalidraw,excalidraw,debf2ad60817cad40e0cdd3d5a9a0262b40cfbdc,19135995942a671192a0182cbe30b580576a4f8a,0.68625,dependency,javascript
pyvista,pyvista,49cc9ece25b528b65a2c5fdcbf35886d817f5d09,bb026418509f22a09817237075bb0ebfb5de8e77,0.6856250000000002,structural,python
koajs,koa,ef467caabd03e94639b08c9038cefcbd75233194,e8f79d43f9a97a27c7f4f9df5d10715300baaa23,0.6851874999999998,structural,javascript
localstack,localstack,338df4b440d0809a118e340eadf88e6a6d20f7dc,2991501775043e51149672c9c2535ba4ff13e9da,0.6849375000000002,structural,python
oppia,oppia,38f53e97ace239288a90666a84ed286998031798,182d64c2231bc0b27d5b3a56124ef06878dd565f,0.6846875000000001,structural,javascript
scikit-learn,scikit-learn,a150d93078eb046c2b7a90dca72b5fe8ecfee60e,bd0fc236e00c57b9a5212e8802c325c99af7b1b4,0.6846875000000001,api,python
apache,kafka,14daa23b590304e0a224b24849a6eddac77b0973,a1f74573895734110f309755f0a75b95046f0704,0.684625,structural,java
moby,moby,57cbe8b1060e28a365722341c52b1a8b69d368ba,359b7df5d2af5733b8a1ea6746d062053053b23e,0.6845625000000002,structural,go
mixxxdj,mixxx,8e06c7ffa09a9906a94598fd6d4d41b03ec88b53,082c75f1fe79fe11259bfd988bdb1cb8eda77078,0.6831875000000001,api,c
biomejs,biome,f756da8622c9ee3be472a2c433239aa3c07c770c,5ff6e11341d91aa5aea1469f60e30d0935d5774a,0.6829375,api,rust
autogluon,autogluon,164caba9235b223824415445ef864074fe30c008,ee55a343b5619cf90e8541bdb76a1b3d26fda53f,0.682875,structural,python
PyO3,pyo3,27178e86848149e84fc7f5f31973d72f789942d8,bd1e7d22f4d8375a50891ee77e0d7faebb4ae885,0.6823124999999999,api,rust
pnpm,pnpm,ab45fdfee140632e0e16132d65d1e4a05038241f,0406d4ad3d2a10326cd46ccc242aadad878a5ead,0.681875,config,javascript
gravitational,teleport,3704a8d274f6e110f2b06f773e13e91c7fe299df,9a965d005e31d5ccd05279a9f06c800da416161f,0.6815,architecture,go
wader,fq,48351028c5b286b67bbbe4cb94007d55efd5896a,c5e84236df12b9292264933aa0c3b940d095276f,0.679625,api,go
ansible,ansible,85d836171b6cd5a07ff49955335444680c110ea3,bc4ef99533514f0d35c24ddfe0fd4497ceb1ac8c,0.6795,api,python
web-infra-dev,modern.js,578f94f4ec5a6e877487ac847cf7b9231a2d5511,6a1d46eb50ce7f629eb6b5794d1f4a03f06d7ace,0.67875,structural,javascript
influxdata,influxdb,991002d83b41033bdd8b7d88a5a514ab93c229c4,26ca766459b6c760a5dca25858e9162257afd4f5,0.678625,structural,go
