owner,repo,commit_hash,golden_commit_hash,combined_score,category,language
actualbudget,actual,7dad36528cc1551496109968082fc426d8f1b892,cc1c11aac94af9af37aa73f58d23986ab740f372,0.64225,api,javascript
boa-dev,boa,ac9eb4bcf90d7749d0ceb2ff01e8562d95104ff2,d642599c590e9f6a713435036404a9a15a22e944,0.6421875,structural,rust
envoyproxy,envoy,e141b8d1c6a84f07a49b9e962d9c0622b451b17f,6b8294fd33bd2a65fec51d198d06a2f5f0cb14fc,0.6419999999999999,api,c
carbon-language,carbon-lang,d317c56916745d3b9dc7a7fdd25b3d3ab7417d02,acbe6530c39c2240a883419a0ffa42e79cff50e0,0.6376875000000001,api,c
bitcoin,bitcoin,dbf8b0980b93b7c6ca0e7ade7070523e3cf0bde2,9b1a7c3e8dd78d97fbf47c2d056d043b05969176,0.6375,api,c
huggingface,transformers,9c25820978ea1b132bb145258959a852b2de4b7b,d8f6d3790acdd7033e199875b5b57691adf10735,0.634375,api,python
gradle,gradle,5c40c6b92c939a3116767d273f374c67fe911767,cefc5f5b0f69ebc6fc5efd2e3153032e2825b710,0.6322500000000001,api,java
juju,juju,9d9e823a70f9f4136a435d73f394f86b78ed2a7d,3956c111e295c0896b328f97f35d186aa0dd785e,0.631875,dependency,go
remeda,remeda,236416aea72ab23381ec257535472ce6b4801dee,607937e947b40c6efd8db312cc26264631b720a0,0.62975,architecture,javascript
marko-js,marko,a697ebb7ae97bf81f08c921401dd1591f35838f1,61ffaf55d7ac056e9c263a14ceb62f3530d87ce7,0.6293125000000002,api,javascript
misskey-dev,misskey,c803f842ba070e4ff3ee4de14aa2131ca4dec6a6,e1cd7c94fb13f8e49667b17554d22ce8de627a2a,0.6290625,structural,javascript
huggingface,transformers,f304318f5ffa530a4948aed552d3405708163b52,a1e389e63780ab278e96ff09c90b178dbec3bb5d,0.6289375,basic,python
kedro-org,kedro,eff968759e5321c4d9f01fe8f8904009b75eb2f0,c41754200e23d751ade227772a849d195c730c0b,0.62875,api,python
xtdb,xtdb,f872d599d5af17b68bde8ced9abceec25f90aa2b,d9fa35a995d4395a3bcddc4457cffac6335581be,0.62725,api,java
bytecodealliance,wasmtime,7ae053f57ad991708f1f56805fb314c37a16c199,0a074afce9fff4fe82e45069e1e493e7f13d33ba,0.6271250000000002,api,rust
dotnet,sdk,ff719ac917e8a690b258f2a465d211a617afe9a0,7bccb4e36a316c421a158b82546b2c5e94cc8ff9,0.6260000000000001,api,other
mattermost,mattermost,0a7be9f034fce5ddf3550b1028be5c4bb15513a0,a87d29fce7508bb40b454f9706f7ed93c38fca24,0.62475,basic,javascript
dotnet,runtime,ef640d05edef9e47a9709233955a8b0e0da81126,77de6e64876f614fb8dde0782d28dd0f32470677,0.6230625000000001,api,c
rust-lang,rust,4ba4b5f24fbe54a158b32d94b33e5920777458d5,02aa4ff12f09f8902b720ab7fc68d5ecfb84dda7,0.622875,structural,rust
bevyengine,bevy,d374c8a09296e51dbd33aacbcf269dcfbe41f044,4d74baf1ae767e6eeb48aa0cd6862d754864aa1b,0.6223750000000001,api,rust
rust-lang,rust,18eeac04fc5c2a4c4a8020dbdf1c652077ad0e4e,5bd4e832d3608a4b06e3bc0b0bf348e664e961ec,0.621625,structural,rust
LemmyNet,lemmy,7b863077603de57ea342d0246dda008facdcbb6c,9a64902acef9f7fd30651b6dfd88e5510b0bad17,0.6213125000000002,structural,rust
twentyhq,twenty,306b45a03853d7f9bde8121c1a1f575168c64ff9,e3f7a0572e398d5aac6f70dfd690e18b993459b3,0.6205,abstraction,javascript
calcom,cal.com,1cfd94d293d7ec64dcd802a638e793a7f5c5df07,7180eb067a6c4f35c5b3c4edc99e29628b42dfc6,0.6203125,structural,javascript
TanStack,router,bd73081462e6963fe36767fc7aaa8a91c9349895,72b505c5d3c8acd11c7b5baed5b35f0a6d1f2834,0.6198125000000001,structural,javascript
tauri-apps,tauri,eb60b9966b9da98e34f9ce2e98c948a8f50f07ae,b06b3bd091b0fed26cdcfb23cacb0462a7a9cc2d,0.6182500000000001,dependency,rust
novuhq,novu,17c006d33ebe6c70de3f504d29fbf0b82e4e4a89,c85a5ed9d10cb80ba08e44a400ea15874b004fb6,0.617875,basic,javascript
brndnmtthws,conky,342f07b8ca101e0c4ef5c75346033c4df241d16d,ae8f1fa8472d6c3a31b4a09be4d19568a3f3f23e,0.6168750000000001,structural,c
apache,nuttx,7c01281757d6b7bd5729153916edde2890bbc3c9,6a57c5692578ee9e33e6a0c81f89425f4e9db604,0.6160625000000001,abstraction,c
Azure,azure-sdk-for-js,f1ce1c4609b8b928e71d9267ee7a198722e5f09c,250ee89f171e9dfb614d14ce36b9b7cb76efa9f8,0.6156875,api,javascript
sanity-io,sanity,995072f51ea4c6fb636f4c060df35023de4a3f96,03ad512dee0696bbc37f113bb45974b23f191a5c,0.6156874999999999,structural,javascript
flutter,flutter,489b1869042234eae7996a4c8a4879dfe166a540,cd586eea501610432d1ca86a6ed578b068e85d8b,0.6138124999999999,api,c
Automattic,wp-calypso,88871a9331fb5432cd710e55e6d64648c0b26ce2,1bbcdb9eaa36a9265d777f618339d5b243f3a935,0.613,structural,javascript
elastic,beats,df335f3637e2d28b7c44cf389f4b54a1043fec51,404bf217775e143ee15938cd42a0d565a04b8567,0.6129375000000001,dependency,go
zeek,zeek,42f7a2d88c97a75b10ce1f0332f787088f1fef44,e3b22cd21f98bd8351137e88f7e4128b369e4eea,0.6124999999999999,config,c
ethereum,fe,93f181d7c7fc2ecbeb67064094fb8935fd65bad6,f704df123e01b25430a46e272aad9fc47cfdb80c,0.6124375000000001,api,rust
apache,pulsar,6f8bb846f7e5bc9cb4faa045369e272d4cd620a1,9a1124516ed46cf59cba39ffa7b12a0caf7b9d80,0.6123124999999999,config,java
evilmartians,lefthook,d97b10bd6e6d557fd9880914f2afeedcb999832a,1cea54f81b680bc45bb7eeae79354ca69829147a,0.6122500000000001,structural,go
quarkusio,quarkus,b10c67fda72a6debe421c0b7553048754989d98d,7a419204a35b5522dc11a4fe2200160891cafb56,0.6119375000000001,structural,java
aquasecurity,trivy,de7eb13938f2709983a27ab3f59dbfac3fb74651,c80310d7690d8aeb7d3d77416c18c0c8b9aebe17,0.6111249999999999,api,go
dotnet,runtime,48af0f9d9a487b3878bb79b3b16abb0133a6acc5,e58b3453014366d3a9bf36db3c8a8a53faad2026,0.611,basic,c
OpenRCT2,OpenRCT2,5ad0f5b411c3168d2bb34334530ade87a138b528,95678929400ecc43d5de0560aee23860a38e2ee7,0.6104375,config,c
ava-labs,avalanchego,7efd4631b0caebb948e80dc1a106be01cacb8fc0,8fd2d7b4e7010c127fe4d2549e2194c246bc40b0,0.60975,config,go
scrapy,scrapy,9e83a586432760a50223fcbaab114bffeda4aa8f,8c8f4ff03312f5d3312715dd6fb0fa20a361ecb8,0.6096875,structural,python
dlang,dmd,a847aa321b6f96cf6612929471c7d5de89a4244b,924ba452eb4aea46e31f2c56b469bb0bed4d2640,0.6094999999999999,api,other
sorbet,sorbet,0ba4ad796a3ac52caafcd9062e1cd82ca54490c5,1801ecf7c07a22b9de29f2f1ccaf14794c14d247,0.6088125000000001,api,c
bevyengine,bevy,f1331069e7aecebb9ca183ebae3653c5e6455d22,ecccd5741794ad76b131c0aa58a1a3946350c618,0.6076875,abstraction,rust
vitessio,vitess,bd3bd5e60ac7cbd6d5ea578ad11383310ed1eb99,522cdb426ea036ccbb6dc6228400160baeefa03c,0.6066250000000001,api,go
MystenLabs,sui,596d89e79d535fd7e73785179cefe91662f436e8,76000485ca5598dc2857515e71d78cc7440d9048,0.6065,api,rust
goadesign,goa,633f9fc19075bf08b080c7464d13032810d01cf7,c0023b33e55d614bd839e3f0f478f1cf94498162,0.6061875000000001,dependency,go
toeverything,AFFiNE,3062bd0771c33a7e122821540664aa04afa5bd7a,dbf0f9dc203d1f64c1a709b26f121e0d5563c923,0.60525,config,javascript
mgechev,revive,57fe5b63d4a9361d1b0373d3cc0b157ade4441ee,395f7902d31b9f248b7cdc9b6ebab2f3e97432e0,0.6045625000000001,basic,go
apollographql,apollo-client,072e98ff4c04255344d27f9c248494098ce820bb,a7e738328951f5dac25a5fe48d28b3640a3e0eb9,0.604,api,javascript
endless-sky,endless-sky,e9a8b139fb0369188acc2f2c7da12340d16682ba,a024c4c098ce165e58b51f639b14aded029bcc40,0.6035000000000001,dependency,c
netdata,netdata,58ebdc486bece707726993b8cb043f64b7560cb5,9eaccc08cdf7dd7516233a4a3206441015d2ec23,0.6026875,api,c
ansible,molecule,0367817827b6dde59c67dd98c024155015a39a64,5959d0f2f1104c9afc173c84992fc71022543719,0.6026250000000001,structural,python
conan-io,conan,8ea8174d9bdb83b73c9c2f57dd86dfd9f831fef7,13d4c3d91bf1ec7c1ebe36cf2b1f6874a319ef25,0.6009375,structural,python
calcom,cal.com,3d3a9c0dfb0b8cd1e2a4ea91e7fa99be740375a4,78d06c6d0116272acb10f6f3223ee46e0274bff5,0.6003750000000001,structural,javascript
calcom,cal.com,f008a28499cd65e2f3e8ad94e94fc6674d66b538,524c0d81a7607a18e57d8f7874a94c074fe4282d,0.6003125000000001,api,javascript
prisma,prisma,575c3405cc36327107effb13eb7a9173bf457521,3f27f119919cd77eda82ebb2e0d06f8d26f7ff1f,0.599875,api,javascript
PrestaShop,PrestaShop,389707ef09a52ce29c82d2db6e9341a4cb1ad556,77cf6e7c595a3a9bc33da75289858bea6b138584,0.59875,api,javascript
calcom,cal.com,1b9691ddafa5acfdcba3a3668852c539c025f6cc,3e299f95115d868e9c091597d190d511a8116e7b,0.5985625,structural,javascript
apache,shardingsphere,33453f3449c624f879f8800400456cb10470dd89,0b1ab343c7edd527c538d9f6d8e8d3a7bf65a45d,0.5981875000000001,api,java
pnpm,pnpm,56bb69b004d1b98d0a604c5075903e437ed33423,8a9f3a48357d2b32fbe0c7ac918145f437f6c160,0.5975000000000001,api,javascript
immich-app,immich,d544053c679aa0ef493a9853e2db8a7ece01f4c5,a02e1f5e7c85d1ca1454bc2f35f99835a7c3854b,0.5967499999999999,api,javascript
immich-app,immich,09cbc5d3f4369119d8124e0459affdb9acacc51c,e60bc3c3040a0c5c6cf0fad7dfd2d924aae8ad1b,0.5951875,structural,javascript
OpenRCT2,OpenRCT2,c2e042e5e1290582b9fa1813b315f8cc49dc11fd,42df41efdb1bf18029a83b4a5e5bcfbe66d44295,0.5945625000000001,dependency,c
kestra-io,kestra,5682d12ee87732e5ac1c6a7052041d6d8767ecc1,9c052c0a4157f890a72978c4a02bf1199e1adbf9,0.5945625,dependency,javascript
moneymanagerex,moneymanagerex,b77ca95b5c6ca3f06fce64c3e2252707b69cfb38,e34f2da60ac95f8b09dd8a75916e66937565c5f7,0.5945,api,c
bytecodealliance,wasmtime,620db8b1b58caf8e72845d168f85b8bd0ebbf965,953adeedf7607fca35223641e09113737185fb61,0.594125,api,rust
coder,coder,205076e6e7f80b731aeaad523dcca56ee6d334b3,f108f9d71ffc4f49030cc6fa2ae35063aa2d3c25,0.5940624999999999,basic,javascript
getsentry,sentry-javascript,f418e833a6fb977255e62cd83fb135328668fb85,fda7103e4260d3133f19363e745c7cf0a3d2daa4,0.59375,api,javascript
actualbudget,actual,0b15ba18a013aa1655e21db977634290316bf311,0f7a1e6b975005fc8ecd6939d567a8715c665ca4,0.5929375,api,javascript
eclipse-vertx,vert.x,4a42084a43fef84f88d4242c7cd7b32c63d6b718,af04f1372c7fb845f2b80a459c935be17ab616c6,0.5928125000000001,api,java
vitessio,vitess,fc93d4f6b97b951d1ce7851f45ef5ba963a5163d,cec7812fc597817dead7c92987db3bc918e10605,0.592125,api,go
surrealdb,surrealdb,24467634f37c97b4e6cceb1a0b4ed868d60bd2a7,8edb52b18a39308ce9318402b2740a0863b4b5d5,0.5911875000000001,abstraction,rust
azerothcore,azerothcore-wotlk,d23e61b7219d7bae1aea36a63b860372c9f00173,da55f05cfc2db9bb49a37cd0b3697bbda565856a,0.591125,abstraction,c
pantsbuild,pants,028dd05b705c168f7f681d68e63daf37073da044,fda5c197e379dbd7b01caa4de1ccb1b6a643ba12,0.590625,structural,python
PrismJS,prism,b6a6687674bdac60fac596e16558217344176ed6,ca2f3660917d086f9dfa0bed7568e8df148d7218,0.5905,config,javascript
bevyengine,bevy,0335f34561ccd1d7cf2df6a6a400108d4e8e58f1,989f547080a66f21955e4db8e3559b297ad6c10b,0.5900000000000001,api,rust
igorwojda,android-showcase,10b2f7a9139538b848975b5283138ec936fe5bfe,6699b369579c4d4e68beab8292389078a8748480,0.58925,architecture,java
facebook,react,d48c69246c9acd3b39c1eec4f3c12103e95cdd66,e0fe3479671555e01531dbc3d2fd85d5bd4c5a56,0.5892499999999999,config,javascript
immich-app,immich,920d7de349aee154f0ac6dc3f9365a9a4e6563ec,e73abe076238461066e5fde32c82de4f7867d0da,0.58875,config,javascript
calcom,cal.com,424d94f16d2e903014e8243bbabde393b0400dec,20d6eb52007e0f2594f9cb158cd243bd8a55c103,0.587375,api,javascript
systemd,systemd,867cba15bc66709bbba210328d09af60393cfcb0,76e3cc469d3b6efda8287b932ff932645bf501dd,0.585875,structural,c
emberjs,data,b59eaabc075c2be46b4de354039fa9d9bf31773c,acda30aaaa64393a6fee6c256b1df87ebda4726e,0.5850000000000002,structural,javascript
